Loops,Steps,Time,AvgLoss,MeanReward,StdReward,TotalReward,Flags
2068,4235264,10.185445,0.4739,0.3211,0.4804,657.51,10.75
2069,4237312,9.644844,0.3427,0.4627,0.5210,947.57,6.5
2070,4239360,10.100109,0.0665,0.3134,0.4423,641.76,9.75
2071,4241408,9.866987,0.4203,0.3482,0.5313,713.03,0.0
2072,4243456,10.117131,0.4642,0.1689,0.3590,345.99,5.5
2073,4245504,10.563098,0.1351,0.3637,0.5290,744.95,0.0
2074,4247552,10.539423,0.1208,0.3650,0.4808,747.56,10.75
2075,4249600,10.597500,0.5797,0.2679,0.4320,548.60,5.25
2076,4251648,11.118482,0.0861,0.2780,0.4318,569.40,5.5
2077,4253696,10.883342,-0.0491,0.0924,0.2501,189.14,5.5
2078,4255744,10.345281,0.0991,0.0017,0.0151,3.50,0.0
2079,4257792,10.429754,0.0528,0.0971,0.3555,198.95,0.0
2080,4259840,10.835012,0.6081,0.2530,0.4413,518.20,5.25
2081,4261888,10.431734,0.1768,0.2453,0.4571,502.35,0.0
2082,4263936,10.988132,0.5458,0.5994,0.5560,1227.55,5.5
2083,4265984,10.869605,0.6077,0.3363,0.4651,688.83,10.75
2084,4268032,10.475422,0.3958,0.5582,0.5260,1143.26,7.75
2085,4270080,9.922846,-0.0483,0.3754,0.4739,768.89,13.75
2086,4272128,10.345357,0.3073,0.4424,0.5091,905.96,5.25
2087,4274176,10.799972,0.3221,0.3879,0.5048,794.35,5.5
2088,4276224,10.460411,-0.0645,0.1572,0.3522,321.97,5.5
2089,4278272,10.288554,0.4310,0.1507,0.3359,308.61,5.25
2090,4280320,10.955823,0.3775,0.1105,0.3377,226.38,0.0
2091,4282368,10.774108,0.0553,0.2839,0.4445,581.47,5.25
2092,4284416,10.370453,0.5391,0.1792,0.3889,367.10,5.5
2093,4286464,10.858928,0.2296,0.2250,0.4017,460.81,10.75
2094,4288512,10.282063,0.4442,0.4205,0.5206,861.23,0.0
2095,4290560,10.402614,0.3219,0.4581,0.5108,938.26,5.25
2096,4292608,10.583040,0.1421,0.1617,0.3553,331.17,11.0
2097,4294656,11.174486,0.7429,0.5469,0.5510,1120.12,0.0
2098,4296704,10.785758,0.1168,0.3283,0.4278,672.30,18.25
2099,4298752,10.813406,0.0994,0.3861,0.4890,790.67,3.5
2100,4300800,10.333935,0.1439,0.2195,0.4254,449.45,5.5
2101,4302848,10.485068,0.1885,0.1904,0.4065,389.91,5.5
2102,4304896,10.728339,0.1158,0.2788,0.4570,571.03,5.5
2103,4306944,10.821798,-0.0635,0.1158,0.3100,237.09,5.25
2104,4308992,10.980921,0.4531,0.4089,0.5266,837.50,0.0
2105,4311040,10.335044,0.2919,0.2979,0.4442,610.11,11.0
2106,4313088,10.578279,0.3981,0.3167,0.4984,648.55,0.0
2107,4315136,10.066582,0.3881,0.2225,0.4431,455.70,5.25
2108,4317184,10.461979,0.2550,0.2966,0.5239,607.38,0.0
2109,4319232,10.911557,0.4886,0.3971,0.5189,813.28,0.0
2110,4321280,10.853437,0.0653,0.1813,0.4385,371.31,5.5
2111,4323328,10.751016,0.4273,0.4922,0.5276,1008.04,5.5
2112,4325376,10.795317,0.2267,0.2362,0.4000,483.83,10.75
2113,4327424,10.469166,0.5493,0.3944,0.5341,807.77,0.0
2114,4329472,10.148118,0.6926,0.5702,0.5327,1167.86,11.0
2115,4331520,10.521304,0.2090,0.5670,0.5570,1161.22,0.0
2116,4333568,10.723646,0.3935,0.4595,0.5158,941.05,10.75
2117,4335616,10.842028,0.1009,0.4177,0.4764,855.54,16.25
2118,4337664,11.002584,0.9261,0.4664,0.5246,955.25,5.25
2119,4339712,11.147868,0.7133,0.4919,0.5390,1007.39,0.0
2120,4341760,10.994901,0.4544,0.4432,0.4642,907.65,15.75
2121,4343808,10.585973,0.3439,0.3486,0.4709,713.86,10.5
2122,4345856,10.952350,0.6235,0.5302,0.5241,1085.88,5.5
2123,4347904,10.753953,0.5636,0.4252,0.5097,870.75,11.0
2124,4349952,11.067782,-0.1360,0.5112,0.5162,1046.86,10.5
2125,4352000,10.828331,-0.0397,0.1736,0.3335,355.55,5.5
2126,4354048,10.844482,0.1448,0.1593,0.3907,326.22,0.0
2127,4356096,10.537111,0.0156,0.0757,0.2375,154.94,5.25
2128,4358144,10.461938,-0.0314,0.1756,0.3886,359.60,0.0
2129,4360192,10.511443,0.3768,0.1462,0.3735,299.42,5.25
2130,4362240,10.903250,0.4465,0.5318,0.5517,1089.02,8.0
2131,4364288,10.799327,0.8224,0.4954,0.5660,1014.63,2.5
2132,4366336,10.484740,0.8985,0.5776,0.5261,1182.99,5.25
2133,4368384,10.590509,0.0767,0.5510,0.4972,1128.36,5.25
2134,4370432,10.562245,0.3488,0.4556,0.4971,932.97,16.25
2135,4372480,10.449053,0.5284,0.4874,0.5004,998.11,16.25
2136,4374528,10.763731,0.7562,0.3907,0.5062,800.20,5.25
2137,4376576,10.863705,0.6293,0.5341,0.5348,1093.88,5.5
2138,4378624,10.849745,0.4454,0.4920,0.5408,1007.55,5.25
2139,4380672,11.131338,0.7194,0.4136,0.5168,847.04,10.75
2140,4382720,10.692415,0.3316,0.4621,0.4784,946.41,10.75
2141,4384768,10.425650,0.5955,0.3815,0.5178,781.21,5.25
2142,4386816,10.693478,0.7087,0.6695,0.5558,1371.20,0.0
2143,4388864,10.705921,0.0788,0.3918,0.4533,802.49,21.75
2144,4390912,10.725882,0.7129,0.3702,0.5425,758.19,0.0
2145,4392960,10.880203,0.2261,0.5571,0.4833,1140.88,10.75
2146,4395008,10.520330,0.3393,0.4010,0.5461,821.19,5.5
2147,4397056,10.011276,0.0604,0.4193,0.4744,858.70,11.0
2148,4399104,10.643394,0.3527,0.4864,0.5023,996.15,5.25
2149,4401152,11.041384,0.3119,0.3940,0.5252,806.95,16.25
2150,4403200,10.815024,0.5485,0.5842,0.5290,1196.39,0.0
2151,4405248,10.863544,0.2542,0.4760,0.5105,974.89,11.0
2152,4407296,10.653044,0.6232,0.4668,0.5286,955.91,5.5
2153,4409344,10.833834,0.1779,0.3153,0.4687,645.70,5.25
2154,4411392,10.503337,0.0602,0.3277,0.4661,671.06,5.5
2155,4413440,10.831216,0.5409,0.3714,0.5275,760.60,5.25
2156,4415488,10.684378,0.3839,0.4851,0.5401,993.46,10.5
2157,4417536,10.881186,0.4236,0.5931,0.5461,1214.58,0.0
2158,4419584,10.876532,1.3952,0.3553,0.4947,727.74,11.0
2159,4421632,10.752180,0.6577,0.4992,0.5878,1022.30,0.0
2160,4423680,10.111531,0.7039,0.5586,0.5328,1144.00,5.5
2161,4425728,10.800989,-0.0806,0.4395,0.4864,900.14,16.25
2162,4427776,10.915184,0.4922,0.4468,0.5326,915.10,5.5
2163,4429824,10.967807,0.8276,0.6188,0.5511,1267.35,0.0
2164,4431872,10.572689,1.0993,0.4158,0.5203,851.58,11.0
2165,4433920,10.357200,0.2703,0.4516,0.5478,924.95,5.5
2166,4435968,10.621916,0.4103,0.5108,0.5135,1046.06,5.5
2167,4438016,10.596627,0.9706,0.4144,0.5118,848.66,10.75
2168,4440064,10.806350,0.1853,0.3840,0.4618,786.49,11.0
2169,4442112,10.497941,0.4421,0.3348,0.4822,685.64,5.5
2170,4444160,11.008256,0.0493,0.1933,0.4321,395.88,0.0
2171,4446208,10.401647,0.0163,0.0516,0.1907,105.65,5.25
2172,4448256,10.695717,0.0132,0.1597,0.3933,327.05,0.0
2173,4450304,10.956414,0.5032,0.2740,0.4931,561.25,0.0
2174,4452352,11.247019,0.4996,0.4005,0.5383,820.17,5.25
2175,4454400,10.628819,0.2474,0.6331,0.5456,1296.55,5.5
2176,4456448,10.376304,0.7324,0.3776,0.5367,773.22,5.5
2177,4458496,11.012858,0.6889,0.6455,0.5744,1321.95,0.0
2178,4460544,10.930943,1.0087,0.6252,0.5476,1280.45,0.0
2179,4462592,10.207345,0.3995,0.4457,0.5148,912.86,11.0
2180,4464640,10.489664,0.2737,0.6325,0.4791,1295.32,6.0
2181,4466688,11.059128,0.2108,0.3259,0.4676,667.46,15.5
2182,4468736,11.156629,0.2828,0.5950,0.5061,1218.64,16.0
2183,4470784,10.730309,0.2895,0.4206,0.5031,861.42,5.5
2184,4472832,10.328455,0.7066,0.4798,0.5564,982.56,5.5
2185,4474880,10.828281,1.0021,0.5957,0.5301,1219.95,5.5
2186,4476928,10.688191,0.2627,0.4094,0.5018,838.54,10.75
2187,4478976,10.845108,0.8552,0.4088,0.4855,837.16,10.75
2188,4481024,10.389404,0.4903,0.4076,0.5036,834.74,5.25
2189,4483072,10.595343,0.5450,0.3128,0.4885,640.53,5.5
2190,4485120,10.470549,0.4273,0.2580,0.4258,528.38,5.5
2191,4487168,10.124165,0.2758,0.2374,0.4189,486.28,5.25
2192,4489216,10.699203,0.2014,0.2502,0.4398,512.49,5.25
2193,4491264,10.918454,0.3682,0.3122,0.4861,639.47,0.0
2194,4493312,11.020657,0.5056,0.3146,0.5140,644.23,0.0
2195,4495360,10.984108,0.6043,0.3816,0.5170,781.49,5.25
2196,4497408,10.903113,0.8468,0.4777,0.5450,978.32,0.0
2197,4499456,10.725473,0.7844,0.4748,0.5638,972.35,0.0
2198,4501504,10.328271,0.5580,0.3209,0.4811,657.24,5.5
2199,4503552,10.323645,0.2488,0.5449,0.5278,1115.88,1.25
2200,4505600,10.275653,0.5317,0.2447,0.4292,501.22,9.5
2201,4507648,10.578834,0.4551,0.3558,0.5154,728.62,0.0
2202,4509696,10.483014,-0.0042,0.5174,0.5542,1059.56,5.25
2203,4511744,10.062495,0.1001,0.4911,0.4639,1005.73,16.5
2204,4513792,10.457931,0.8041,0.4967,0.5972,1017.22,0.0
2205,4515840,10.875104,0.6317,0.5947,0.5059,1217.86,5.25
2206,4517888,10.811822,0.9485,0.3924,0.5388,803.54,11.0
2207,4519936,10.415483,0.8694,0.6424,0.5333,1315.65,2.0
2208,4521984,10.459822,0.9019,0.2528,0.4480,517.78,8.75
2209,4524032,11.081957,0.1173,0.4962,0.5592,1016.15,0.0
2210,4526080,10.908222,0.5502,0.3368,0.4733,689.86,10.75
2211,4528128,10.843991,0.0318,0.2538,0.4232,519.81,5.5
2212,4530176,10.781337,-0.0414,0.0784,0.2821,160.61,0.0
2213,4532224,10.638710,0.0243,0.1898,0.4127,388.71,5.5
2214,4534272,10.639813,0.2623,0.2600,0.4491,532.53,5.5
2215,4536320,10.966389,0.3053,0.2115,0.4375,433.25,0.0
2216,4538368,11.051965,0.4827,0.5165,0.5438,1057.89,11.0
2217,4540416,10.939345,0.6063,0.3745,0.4852,766.99,5.25
2218,4542464,10.947890,0.3722,0.3317,0.4733,679.24,5.5
2219,4544512,10.604712,0.0461,0.2985,0.4930,611.40,0.0
2220,4546560,10.786882,0.1443,0.2810,0.4518,575.51,5.5
2221,4548608,10.690993,0.0694,0.3168,0.4785,648.75,0.0
2222,4550656,10.341289,0.4627,0.2313,0.4399,473.80,10.5
2223,4552704,10.633518,0.0764,0.3175,0.4203,650.15,10.75
2224,4554752,10.386690,-0.0128,0.0855,0.2511,175.03,0.0
2225,4556800,10.828093,-0.0806,0.0021,0.0200,4.30,0.0
2226,4558848,10.705296,-0.0276,0.0000,0.0000,0.00,0.0
2227,4560896,10.881210,-0.0033,0.1177,0.3711,241.10,0.0
2228,4562944,10.773603,0.3075,0.2256,0.4325,461.96,5.5
2229,4564992,10.636522,0.5828,0.4657,0.5656,953.75,0.0
2230,4567040,10.485871,0.3592,0.2895,0.4680,592.97,5.5
2231,4569088,10.610788,0.3672,0.2092,0.4305,428.45,5.25
2232,4571136,10.826062,0.2485,0.3805,0.5214,779.20,0.0
2233,4573184,10.774154,0.5670,0.2685,0.4740,549.88,0.0
2234,4575232,10.413914,0.1144,0.3040,0.4627,622.55,11.0
2235,4577280,10.651186,0.4457,0.4829,0.5476,989.07,0.0
2236,4579328,10.737589,0.3820,0.3251,0.4794,665.86,11.0
2237,4581376,10.845517,0.0097,0.2511,0.3922,514.35,10.5
2238,4583424,10.802836,0.5118,0.1692,0.3707,346.60,0.0
2239,4585472,10.643539,0.5034,0.2061,0.4380,422.19,5.5
2240,4587520,10.733218,0.0442,0.2209,0.3810,452.35,5.25
2241,4589568,10.646416,0.4733,0.2158,0.4509,441.90,0.0
2242,4591616,10.451317,0.8283,0.4543,0.5557,930.35,0.0
2243,4593664,10.552889,0.7956,0.6768,0.5468,1386.18,0.0
2244,4595712,10.807985,0.4241,0.4849,0.5205,993.07,11.0
2245,4597760,10.793103,0.1351,0.3736,0.4889,765.14,5.5
2246,4599808,10.613481,0.3715,0.2832,0.4419,580.00,11.0
2247,4601856,10.720109,0.3894,0.3585,0.4928,734.25,0.5
2248,4603904,10.682020,0.1343,0.3781,0.4929,774.40,10.25
2249,4605952,10.765088,0.2808,0.3032,0.4593,620.95,5.5
2250,4608000,10.625172,0.1446,0.2712,0.4282,555.36,5.5
2251,4610048,10.902969,0.4870,0.1004,0.2942,205.59,5.5
2252,4612096,10.718120,0.1052,0.2116,0.4210,433.45,0.0
2253,4614144,10.835451,0.3610,0.3072,0.4783,629.11,5.25
2254,4616192,10.908097,0.5137,0.5240,0.5662,1073.18,0.0
2255,4618240,10.786730,0.6671,0.4547,0.5055,931.20,10.75
2256,4620288,10.702870,0.5816,0.5124,0.5121,1049.38,0.0
2257,4622336,10.906451,0.4675,0.3682,0.5178,753.99,10.75
2258,4624384,10.678181,0.4043,0.3866,0.5245,791.82,0.0
2259,4626432,10.608806,0.0743,0.2035,0.4084,416.85,0.0
2260,4628480,10.586143,0.0965,0.1327,0.3350,271.74,5.25
2261,4630528,10.582368,0.0316,0.2323,0.4245,475.74,5.25
2262,4632576,10.738525,0.4816,0.3309,0.5232,677.71,5.5
2263,4634624,10.594133,0.5000,0.3793,0.4815,776.88,5.25
2264,4636672,10.815964,0.2808,0.3925,0.5075,803.88,0.0
2265,4638720,10.768008,-0.1224,0.3257,0.4344,667.11,11.0
2266,4640768,10.077040,0.3908,0.2035,0.4239,416.75,0.0
2267,4642816,10.777122,0.1700,0.1496,0.3699,306.34,5.5
2268,4644864,10.597927,-0.0578,0.3066,0.4479,627.99,5.5
2269,4646912,10.643231,0.2204,0.1229,0.3136,251.79,5.5
2270,4648960,10.900754,0.0264,0.2812,0.4886,575.80,5.25
2271,4651008,10.502281,1.0737,0.6137,0.5470,1256.91,5.5
2272,4653056,10.293139,0.5538,0.4463,0.4883,913.93,5.5
2273,4655104,10.448584,0.3883,0.2848,0.4232,583.20,14.75
2274,4657152,9.806188,0.3288,0.2965,0.4944,607.19,1.5
2275,4659200,10.309193,0.3372,0.3977,0.4861,814.52,10.75
2276,4661248,10.467704,0.3544,0.3760,0.4754,770.05,5.25
2277,4663296,10.673188,0.6165,0.4487,0.5665,918.97,0.0
2278,4665344,10.621553,0.1275,0.5951,0.4999,1218.76,11.0
2279,4667392,10.982377,0.7477,0.5826,0.5434,1193.12,5.5
2280,4669440,10.550889,0.7618,0.3289,0.4766,673.66,11.0
2281,4671488,10.649500,0.3560,0.4677,0.5363,957.76,0.0
2282,4673536,10.715991,0.4660,0.4224,0.5012,865.09,16.25
2283,4675584,10.630464,0.3907,0.5694,0.4975,1166.14,5.25
2284,4677632,10.025786,0.1329,0.4332,0.4836,887.12,16.5
2285,4679680,10.547383,0.2746,0.2864,0.4876,586.60,5.25
2286,4681728,11.100112,0.3466,0.5859,0.4993,1199.95,5.25
2287,4683776,10.993288,0.7920,0.5455,0.5501,1117.21,5.5
2288,4685824,10.718269,0.4154,0.4171,0.4902,854.30,16.0
2289,4687872,11.045583,0.3651,0.4897,0.5186,1002.98,5.5
2290,4689920,10.679893,0.5042,0.4452,0.4978,911.76,10.5
2291,4691968,11.111894,0.3002,0.5241,0.5005,1073.43,10.75
2292,4694016,10.928545,0.7072,0.4176,0.5196,855.17,10.75
2293,4696064,10.178365,0.9307,0.6213,0.5754,1272.50,0.0
2294,4698112,10.130859,0.3825,0.5846,0.5466,1197.24,5.5
2295,4700160,10.887728,0.8516,0.6575,0.5311,1346.65,5.25
2296,4702208,10.913323,-0.1047,0.5555,0.5285,1137.69,11.0
2297,4704256,10.680143,1.1262,0.3988,0.5051,816.67,0.0
2298,4706304,10.344489,0.5474,0.5512,0.5450,1128.84,5.5
2299,4708352,10.610152,0.4167,0.4223,0.4905,864.94,16.5
2300,4710400,10.010428,0.6619,0.5533,0.5633,1133.16,0.0
2301,4712448,9.846258,0.6974,0.5773,0.5261,1182.31,5.25
2302,4714496,10.075147,0.4390,0.4246,0.4891,869.64,16.25
2303,4716544,10.453236,0.6356,0.5267,0.5323,1078.71,0.0
2304,4718592,10.588059,0.3545,0.4260,0.4815,872.39,21.5
2305,4720640,10.756639,0.4838,0.4814,0.5380,985.91,0.0
2306,4722688,10.837850,0.2731,0.4915,0.4843,1006.64,10.75
2307,4724736,10.830825,0.2859,0.3539,0.4695,724.69,10.75
2308,4726784,10.934056,0.9100,0.4374,0.5722,895.77,5.5
2309,4728832,11.002267,0.3096,0.6592,0.4900,1350.12,5.5
2310,4730880,10.363392,0.2590,0.4020,0.5077,823.28,16.25
2311,4732928,10.971590,0.8839,0.4643,0.5316,950.81,5.5
2312,4734976,10.811489,0.2866,0.6159,0.4860,1261.30,11.0
2313,4737024,10.565589,0.9825,0.3041,0.4745,622.88,5.5
2314,4739072,10.687852,0.3192,0.4649,0.5101,952.04,11.0
2315,4741120,10.835251,0.3618,0.3938,0.4987,806.48,5.5
2316,4743168,11.043049,0.9833,0.5301,0.5694,1085.55,0.0
2317,4745216,11.093224,0.8257,0.4709,0.5160,964.32,10.75
2318,4747264,10.776879,0.2758,0.5793,0.5473,1186.50,0.0
2319,4749312,10.841750,0.6719,0.6570,0.5701,1345.57,3.25
2320,4751360,10.326710,0.4553,0.4750,0.5361,972.78,7.5
2321,4753408,10.102396,0.2031,0.4910,0.4872,1005.66,16.25
2322,4755456,10.573964,0.4573,0.4872,0.5406,997.76,10.75
2323,4757504,10.627636,0.3699,0.4828,0.5049,988.79,10.75
2324,4759552,10.625438,0.0649,0.5067,0.5236,1037.70,5.5
2325,4761600,10.978055,0.7369,0.3444,0.4655,705.35,11.0
2326,4763648,10.689265,0.3366,0.5907,0.5071,1209.79,10.75
2327,4765696,10.644857,0.5157,0.3709,0.5330,759.56,5.5
2328,4767744,10.928357,0.5172,0.5031,0.4791,1030.35,16.25
2329,4769792,10.823079,0.4217,0.4666,0.5345,955.54,0.0
2330,4771840,10.160773,0.5091,0.5083,0.5213,1040.97,10.5
2331,4773888,10.740484,0.0915,0.5617,0.4948,1150.41,11.0
2332,4775936,10.540833,0.5186,0.4387,0.5082,898.44,5.25
2333,4777984,10.802587,-0.1045,0.5162,0.4993,1057.18,16.5
2334,4780032,10.889174,0.2166,0.4419,0.5241,905.03,5.5
2335,4782080,10.874241,1.1317,0.5161,0.5502,1057.03,5.5
2336,4784128,10.960667,1.1356,0.5030,0.5495,1030.14,5.5
2337,4786176,9.862266,0.1125,0.3165,0.5111,648.18,5.25
2338,4788224,10.891885,0.8947,0.6419,0.5649,1314.57,0.0
2339,4790272,10.661619,0.3480,0.4763,0.5048,975.38,5.5
2340,4792320,10.738171,0.5222,0.4923,0.5524,1008.31,5.5
2341,4794368,10.846240,0.4664,0.5649,0.5278,1156.82,11.0
2342,4796416,10.544440,0.8650,0.4758,0.5711,974.45,0.0
2343,4798464,10.411112,0.5692,0.5640,0.5300,1155.00,11.0
2344,4800512,10.729273,0.7546,0.5432,0.5305,1112.53,0.0
2345,4802560,10.987332,0.8677,0.5108,0.5782,1046.18,5.5
2346,4804608,10.739941,0.6596,0.6168,0.4982,1263.17,5.5
2347,4806656,10.695256,0.1114,0.3581,0.4997,733.36,10.75
2348,4808704,11.031864,0.4795,0.5536,0.5278,1133.75,5.25
2349,4810752,10.704599,0.4132,0.4030,0.5239,825.26,10.75
2350,4812800,10.495677,0.6665,0.6226,0.5080,1275.01,11.0
2351,4814848,10.828582,0.3090,0.2991,0.4407,612.61,5.5
2352,4816896,10.337528,0.3060,0.5496,0.5464,1125.64,5.5
2353,4818944,9.823537,0.6741,0.4162,0.5040,852.45,16.25
2354,4820992,9.960739,0.2368,0.4747,0.5251,972.15,5.5
2355,4823040,10.021800,0.3485,0.4300,0.4777,880.74,16.25
2356,4825088,10.509561,0.7282,0.3678,0.5185,753.22,0.0
2357,4827136,10.134255,0.6747,0.5109,0.5605,1046.38,0.0
2358,4829184,10.865530,0.3307,0.4334,0.5303,887.56,10.5
2359,4831232,10.703912,0.2053,0.5031,0.5022,1030.30,10.5
2360,4833280,10.786871,0.7047,0.5583,0.5493,1143.50,0.0
2361,4835328,10.834441,0.1858,0.4345,0.4425,889.86,21.75
2362,4837376,10.921252,0.5152,0.5022,0.5663,1028.50,0.0
2363,4839424,11.184243,0.6296,0.5683,0.5174,1163.88,10.75
2364,4841472,10.784358,-0.0201,0.3660,0.4635,749.50,10.75
2365,4843520,10.673543,0.7642,0.4081,0.5139,835.86,5.5
2366,4845568,10.785154,0.6681,0.4062,0.5218,831.85,11.0
2367,4847616,10.885436,0.6061,0.5305,0.5284,1086.51,5.25
2368,4849664,10.912857,0.2636,0.4908,0.5546,1005.12,0.0
2369,4851712,10.683433,0.2913,0.3801,0.4857,778.51,16.25
2370,4853760,10.814127,0.5508,0.6348,0.5462,1300.05,0.0
2371,4855808,10.422233,0.2566,0.3407,0.4569,697.81,16.5
2372,4857856,10.242119,0.4857,0.5984,0.5451,1225.52,5.5
2373,4859904,10.364688,0.3018,0.4173,0.5110,854.69,11.0
2374,4861952,9.729755,0.6463,0.6381,0.5374,1306.85,1.75
2375,4864000,10.859132,0.2844,0.4370,0.4925,895.01,14.75
2376,4866048,11.119406,0.4949,0.4576,0.5136,937.21,5.5
2377,4868096,10.685907,-0.0059,0.3439,0.4183,704.38,21.75
2378,4870144,10.995281,0.7975,0.5070,0.5504,1038.32,0.0
2379,4872192,11.140147,0.7227,0.6407,0.5242,1312.22,5.5
2380,4874240,10.822751,0.2031,0.3768,0.4729,771.76,11.0
2381,4876288,11.052148,0.7400,0.4351,0.5225,891.10,5.5
2382,4878336,10.765770,0.2732,0.4025,0.4709,824.33,16.5
2383,4880384,10.646208,0.5635,0.4132,0.5543,846.33,0.0
2384,4882432,10.991221,0.3078,0.4808,0.5403,984.72,5.5
2385,4884480,10.842427,0.4958,0.3224,0.4402,660.30,11.0
2386,4886528,10.616430,0.3658,0.3307,0.5005,677.38,0.0
2387,4888576,10.816594,0.8673,0.5559,0.5790,1138.47,0.0
2388,4890624,10.574244,0.5023,0.4090,0.4887,837.60,16.0
2389,4892672,10.629756,0.5026,0.4350,0.5486,890.79,0.0
2390,4894720,10.667313,0.5866,0.4802,0.5112,983.51,11.0
2391,4896768,10.855501,0.9197,0.2889,0.4687,591.64,5.5
2392,4898816,11.121782,0.2593,0.3945,0.5254,807.97,5.5
2393,4900864,10.999255,0.1289,0.3270,0.4945,669.67,0.0
2394,4902912,10.920420,0.7948,0.4972,0.5405,1018.20,5.5
2395,4904960,10.879573,0.7786,0.5756,0.5270,1178.79,5.5
2396,4907008,10.859381,-0.1608,0.3558,0.4402,728.61,16.25
2397,4909056,10.464801,0.6543,0.4703,0.5531,963.07,0.0
2398,4911104,10.008348,0.8770,0.5090,0.5558,1042.52,0.0
2399,4913152,10.186078,0.7593,0.6060,0.5488,1241.11,5.5
2400,4915200,10.426858,0.3643,0.5022,0.5466,1028.54,5.5
2401,4917248,10.245564,0.6465,0.5056,0.4996,1035.46,5.25
2402,4919296,10.000279,0.3372,0.4735,0.4686,969.68,11.0
2403,4921344,9.883876,0.7593,0.3974,0.5201,813.97,10.75
2404,4923392,9.820469,0.6476,0.5406,0.5352,1107.05,10.75
2405,4925440,10.633382,0.3791,0.4018,0.4970,822.80,0.0
2406,4927488,10.874630,0.2285,0.3199,0.4808,655.21,10.75
2407,4929536,10.914984,0.2967,0.4219,0.5071,864.11,8.75
2408,4931584,10.774148,0.2350,0.3076,0.5102,630.01,2.25
2409,4933632,10.524959,0.4815,0.4402,0.5282,901.57,0.0
2410,4935680,9.879679,0.2696,0.3410,0.4775,698.45,18.75
2411,4937728,9.995796,1.1077,0.4617,0.5426,945.62,2.5
2412,4939776,10.015052,0.4426,0.4909,0.5292,1005.31,10.5
2413,4941824,10.757863,0.1683,0.4180,0.4860,856.07,14.5
2414,4943872,10.769762,0.5357,0.3485,0.5156,713.65,2.0
2415,4945920,11.103004,0.6979,0.5718,0.5208,1171.01,5.25
2416,4947968,10.422787,0.3373,0.3797,0.4765,777.62,10.5
2417,4950016,10.963709,0.7632,0.4324,0.5113,885.65,10.0
2418,4952064,10.807216,0.7309,0.4564,0.5641,934.72,0.5
2419,4954112,10.974009,0.3531,0.5525,0.5206,1131.56,10.75
2420,4956160,10.437845,0.3388,0.4165,0.5403,852.94,5.5
2421,4958208,10.527314,0.4796,0.6229,0.5295,1275.79,5.25
2422,4960256,10.764826,0.4168,0.4346,0.4884,890.09,10.75
2423,4962304,10.682426,0.5442,0.4664,0.5299,955.20,5.5
2424,4964352,10.927346,0.6243,0.4533,0.5134,928.27,10.75
2425,4966400,10.627269,0.9305,0.4934,0.6032,1010.54,5.5
2426,4968448,11.098308,0.6664,0.5480,0.5098,1122.36,10.75
2427,4970496,10.863148,0.4089,0.3256,0.4682,666.84,0.0
2428,4972544,10.656094,0.8759,0.2986,0.4911,611.62,10.5
2429,4974592,10.881555,0.0139,0.3853,0.5055,789.10,5.5
2430,4976640,10.917448,0.2618,0.2639,0.4706,540.38,0.0
2431,4978688,11.016662,0.2171,0.4021,0.5108,823.42,11.0
2432,4980736,10.817422,0.7506,0.3062,0.5131,627.06,0.0
2433,4982784,10.733079,0.5863,0.4561,0.5320,934.14,10.75
2434,4984832,10.177361,0.4504,0.3957,0.5011,810.35,5.5
2435,4986880,10.770565,0.1821,0.5991,0.5592,1226.96,5.25
2436,4988928,10.881912,0.7242,0.4165,0.5317,853.07,5.5
2437,4990976,10.997471,0.3816,0.6161,0.5215,1261.76,10.75
2438,4993024,11.033880,0.2608,0.4966,0.5210,1017.07,10.0
2439,4995072,10.730219,0.5692,0.4700,0.5489,962.61,0.75
2440,4997120,10.726686,0.8225,0.6043,0.5697,1237.70,0.0
2441,4999168,10.689302,0.2701,0.3815,0.4326,781.30,21.75
2442,5001216,10.989571,0.9848,0.4884,0.5977,1000.29,0.0
2443,5003264,11.155833,0.9736,0.5065,0.5544,1037.26,5.5
2444,5005312,11.006810,0.1861,0.6059,0.5471,1240.85,0.0
2445,5007360,10.648218,0.7802,0.4128,0.5976,845.45,5.25
2446,5009408,10.966548,0.8051,0.5715,0.5267,1170.45,5.5
2447,5011456,10.563427,0.2011,0.3719,0.5022,761.69,10.75
2448,5013504,10.749166,0.9922,0.5488,0.5571,1123.90,1.0
2449,5015552,10.890191,0.2566,0.5258,0.5643,1076.85,9.75
2450,5017600,10.890920,1.2482,0.5430,0.5746,1112.05,0.0
2451,5019648,10.839926,0.8895,0.6065,0.5619,1242.05,0.0
2452,5021696,10.957356,0.4354,0.4775,0.5682,977.94,5.5
2453,5023744,10.808047,0.3692,0.4544,0.4773,930.64,16.5
2454,5025792,10.798430,0.8056,0.4144,0.5264,848.61,5.5
2455,5027840,10.688370,0.7657,0.5710,0.5439,1169.50,5.5
2456,5029888,10.684471,0.7638,0.3171,0.5235,649.44,11.0
2457,5031936,11.162629,0.6122,0.6683,0.4904,1368.76,5.5
2458,5033984,10.567918,0.0446,0.3510,0.5125,718.86,10.75
2459,5036032,10.457285,0.7066,0.5549,0.5417,1136.36,10.75
2460,5038080,10.851156,0.7395,0.5357,0.5103,1097.05,5.5
2461,5040128,10.904175,1.0105,0.5403,0.6132,1106.45,0.0
