Loops,Steps,Time,AvgLoss,MeanReward,StdReward,TotalReward,Flags
416,851968,10.649477,1.0142,0.5838,0.5431,1195.64,5.5
417,854016,11.049826,1.1201,0.4254,0.5644,871.20,0.0
418,856064,10.835349,0.7643,0.5711,0.5507,1169.70,0.0
419,858112,10.703837,1.1767,0.5159,0.5089,1056.61,5.25
420,860160,10.186251,0.3195,0.2513,0.4100,514.66,11.0
421,862208,10.882514,1.0331,0.3090,0.5023,632.82,0.0
422,864256,11.080508,0.3855,0.4302,0.5327,881.10,0.0
423,866304,10.800651,0.3895,0.3250,0.4986,665.53,5.5
424,868352,10.757025,0.8496,0.3713,0.4994,760.50,0.0
425,870400,10.961323,1.0018,0.5024,0.5870,1028.85,0.0
426,872448,11.007030,0.7962,0.6403,0.5579,1311.38,0.0
427,874496,10.437935,0.4486,0.4751,0.5054,973.06,5.5
428,876544,10.761704,1.3602,0.5595,0.5840,1145.95,0.0
429,878592,10.928452,1.0582,0.5371,0.5901,1100.05,0.0
430,880640,10.912709,1.0060,0.5068,0.6032,1037.90,0.0
431,882688,10.599592,0.4739,0.5736,0.5478,1174.65,0.0
432,884736,11.002229,0.7000,0.4963,0.5247,1016.35,5.25
433,886784,10.960145,1.1556,0.4950,0.5486,1013.72,0.0
434,888832,10.703485,1.3649,0.4943,0.5857,1012.38,0.0
435,890880,10.559593,0.4523,0.5720,0.5342,1171.55,0.0
436,892928,10.057501,1.1863,0.3246,0.4445,664.85,0.0
437,894976,10.389530,0.2737,0.1738,0.3650,355.96,11.0
438,897024,10.644323,1.0017,0.1548,0.3625,317.12,5.5
439,899072,10.370555,0.2178,0.3664,0.5219,750.38,0.0
440,901120,11.092646,0.3772,0.5303,0.5283,1086.00,5.5
441,903168,10.600332,1.1142,0.4225,0.5727,865.33,0.0
442,905216,10.634392,0.7199,0.4098,0.5611,839.22,0.0
443,907264,10.554977,0.6942,0.3701,0.5338,757.90,0.0
444,909312,10.839167,0.0363,0.3074,0.4272,629.48,16.5
445,911360,10.575062,0.0482,0.2806,0.4693,574.68,0.0
446,913408,10.690532,0.4204,0.3335,0.4554,683.05,10.75
447,915456,10.972685,1.0266,0.5015,0.5368,1027.12,0.0
448,917504,10.927877,0.9224,0.5228,0.5233,1070.70,0.0
449,919552,10.916881,0.5235,0.4124,0.5569,844.52,0.0
450,921600,10.327362,0.7817,0.4079,0.4982,835.30,5.5
451,923648,10.232418,0.5032,0.2948,0.5040,603.84,0.0
452,925696,10.518578,0.6107,0.4706,0.5377,963.76,5.5
453,927744,10.536442,0.7881,0.3439,0.5073,704.26,5.5
454,929792,10.914789,1.1628,0.5381,0.5166,1102.12,0.0
455,931840,10.420937,0.6793,0.3816,0.4952,781.61,11.0
456,933888,10.754734,0.6747,0.4967,0.5519,1017.28,5.5
457,935936,10.867679,0.5303,0.3539,0.4853,724.82,5.5
458,937984,10.835875,1.5763,0.4915,0.5875,1006.60,0.0
459,940032,10.809132,0.9673,0.4691,0.5361,960.81,5.25
460,942080,11.076588,0.4896,0.4728,0.4680,968.24,10.75
461,944128,10.859472,0.6030,0.3331,0.4522,682.15,5.5
462,946176,10.869128,1.2258,0.5355,0.5399,1096.80,0.0
463,948224,10.352846,1.3341,0.5533,0.5647,1133.17,0.0
464,950272,10.909597,0.3153,0.6091,0.5156,1247.44,5.5
465,952320,10.813008,1.0913,0.3569,0.5722,730.95,5.5
466,954368,11.029316,1.3511,0.5026,0.5992,1029.35,0.0
467,956416,10.732152,0.6749,0.5673,0.5659,1161.75,0.0
468,958464,10.675446,0.9315,0.4139,0.5729,847.60,0.0
469,960512,10.498631,0.9610,0.4836,0.5070,990.45,5.5
470,962560,10.856230,0.4088,0.5880,0.5490,1204.20,0.0
471,964608,10.894464,1.3590,0.5396,0.5803,1105.12,0.0
472,966656,10.982106,0.6290,0.5059,0.5430,1036.12,5.25
473,968704,10.759866,0.5594,0.3405,0.5294,697.42,0.0
474,970752,9.835237,1.0070,0.3780,0.5695,774.20,0.0
475,972800,10.277700,0.7890,0.3811,0.5527,780.47,0.0
476,974848,10.856099,0.7762,0.4486,0.5627,918.68,0.0
477,976896,10.969697,1.1958,0.5409,0.5622,1107.85,0.0
478,978944,10.780607,0.1521,0.5002,0.5217,1024.47,5.5
479,980992,11.002991,0.7056,0.5154,0.5213,1055.60,5.25
480,983040,10.642322,0.7510,0.4720,0.5026,966.69,0.0
481,985088,10.965096,0.7974,0.4788,0.5522,980.59,5.25
482,987136,11.092798,0.9160,0.5346,0.5791,1094.88,0.0
483,989184,10.838189,0.9247,0.4327,0.5251,886.14,5.5
484,991232,11.126111,0.7927,0.4795,0.5096,982.04,7.5
485,993280,10.697539,0.8807,0.3170,0.4844,649.14,8.75
486,995328,10.934538,1.3131,0.4935,0.5487,1010.65,0.0
487,997376,11.005684,0.9846,0.4897,0.5789,1002.90,0.0
488,999424,10.704547,1.0883,0.5392,0.5893,1104.25,0.0
489,1001472,10.738146,0.6513,0.4871,0.5179,997.62,5.25
490,1003520,10.949308,1.3688,0.4716,0.5800,965.78,0.0
491,1005568,10.884309,0.8941,0.5418,0.5656,1109.57,0.0
492,1007616,10.903311,0.4849,0.4701,0.5019,962.67,11.0
493,1009664,11.142743,0.7725,0.4491,0.5538,919.67,0.0
494,1011712,10.737203,0.7662,0.4094,0.4635,838.51,11.0
495,1013760,10.370905,0.7948,0.4719,0.5181,966.52,0.0
496,1015808,10.426303,0.6458,0.4534,0.4988,928.49,5.5
497,1017856,10.742749,1.2027,0.4118,0.5435,843.30,0.0
498,1019904,10.613276,0.7672,0.5901,0.5678,1208.50,0.0
499,1021952,10.920647,1.0436,0.5397,0.5040,1105.32,5.5
500,1024000,10.721620,0.6053,0.3841,0.5416,786.65,5.5
501,1026048,10.646036,1.3534,0.4779,0.5742,978.73,0.0
502,1028096,10.889952,0.8077,0.5676,0.5905,1162.45,0.0
503,1030144,10.450471,1.1672,0.5186,0.5770,1062.15,0.0
504,1032192,10.602080,0.7274,0.6132,0.5641,1255.93,0.0
505,1034240,10.872364,0.8667,0.5034,0.5408,1030.93,5.5
506,1036288,11.013875,0.6957,0.4977,0.5246,1019.34,5.5
507,1038336,10.878324,1.1121,0.4799,0.5755,982.88,0.0
508,1040384,10.987006,0.6571,0.4801,0.5210,983.31,5.5
509,1042432,10.978840,0.8372,0.5527,0.5123,1131.86,5.5
510,1044480,10.749001,0.5321,0.3390,0.4768,694.28,10.75
511,1046528,10.708173,1.0336,0.5092,0.5599,1042.85,0.0
512,1048576,10.952018,1.0637,0.5559,0.5659,1138.43,0.0
513,1050624,10.992715,0.4502,0.6262,0.5383,1282.53,3.25
514,1052672,10.829332,0.7575,0.4534,0.5634,928.65,2.25
515,1054720,10.935609,0.5936,0.5625,0.5284,1151.90,5.25
516,1056768,10.822659,1.0545,0.3665,0.4716,750.51,5.5
517,1058816,10.594043,0.7416,0.2696,0.4758,552.21,5.5
518,1060864,10.700036,0.9588,0.5680,0.5414,1163.22,0.0
519,1062912,10.809718,0.9342,0.2893,0.4364,592.40,11.75
520,1064960,10.722996,0.5689,0.4036,0.5355,826.60,4.25
521,1067008,10.851625,1.5010,0.4480,0.6140,917.60,0.0
522,1069056,10.929354,0.3919,0.4960,0.5402,1015.79,10.5
523,1071104,11.097863,0.7827,0.3846,0.5077,787.58,0.0
524,1073152,10.563658,0.8403,0.5189,0.5444,1062.80,5.25
525,1075200,10.765553,0.9153,0.3975,0.5358,814.14,5.5
526,1077248,10.993562,0.6444,0.3924,0.5654,803.68,0.0
527,1079296,10.634531,0.6106,0.5221,0.5933,1069.26,5.5
528,1081344,10.009414,0.9137,0.3583,0.5829,733.74,0.0
529,1083392,10.644101,0.3190,0.6254,0.5411,1280.85,0.0
530,1085440,10.688683,0.9320,0.3737,0.4758,765.25,10.5
531,1087488,11.005241,1.0630,0.5065,0.5657,1037.35,0.0
532,1089536,11.098601,0.6940,0.5164,0.5347,1057.59,5.25
533,1091584,10.538332,0.3829,0.4529,0.5497,927.54,5.5
534,1093632,10.641659,0.8651,0.5704,0.5789,1168.25,0.0
535,1095680,10.808136,0.7228,0.5012,0.5559,1026.39,5.5
536,1097728,10.785111,1.1536,0.4773,0.5862,977.46,5.25
537,1099776,11.035671,0.6520,0.3911,0.5696,801.00,0.0
538,1101824,11.227389,0.9225,0.6147,0.5044,1258.95,1.5
539,1103872,10.813179,0.6401,0.2124,0.4267,435.08,14.75
540,1105920,10.199345,0.2461,0.5683,0.4756,1163.86,11.0
541,1107968,10.856665,0.2920,0.3383,0.4462,692.85,5.5
542,1110016,10.840655,0.5693,0.4496,0.5313,920.72,5.5
543,1112064,10.953099,1.0020,0.4402,0.5421,901.54,5.5
544,1114112,11.003592,0.7623,0.5482,0.5565,1122.70,0.0
545,1116160,10.792256,0.1275,0.2571,0.4746,526.58,0.0
546,1118208,9.173435,0.4786,0.1406,0.3526,288.00,0.0
547,1120256,9.673313,0.8291,0.1782,0.3978,364.90,0.0
548,1122304,10.424916,0.5068,0.2304,0.4501,471.95,0.0
549,1124352,10.721632,0.2202,0.2109,0.4522,432.00,0.0
550,1126400,10.295966,0.5260,0.3612,0.4981,739.84,5.5
551,1128448,10.410410,0.9795,0.2883,0.4803,590.50,5.25
552,1130496,10.602585,0.8223,0.4094,0.5870,838.53,0.0
553,1132544,10.889915,1.1360,0.6211,0.5427,1272.10,0.0
554,1134592,10.860822,0.3532,0.4053,0.4910,830.04,5.5
555,1136640,10.969492,0.9419,0.5365,0.5699,1098.65,0.0
556,1138688,10.892441,0.6682,0.5154,0.5101,1055.49,5.5
557,1140736,10.739245,0.6023,0.4099,0.4918,839.46,5.5
558,1142784,10.827187,1.0501,0.4958,0.5605,1015.45,0.0
559,1144832,10.783495,0.8410,0.5674,0.5312,1161.95,0.25
560,1146880,10.735160,0.2321,0.2857,0.4270,585.05,10.75
561,1148928,10.788226,0.7718,0.3980,0.5668,815.03,0.0
562,1150976,10.742786,0.5580,0.3749,0.5042,767.79,5.5
563,1153024,10.803843,0.7946,0.3268,0.5306,669.38,0.0
564,1155072,10.649305,1.3123,0.4137,0.5852,847.35,0.0
565,1157120,10.624551,0.4626,0.4722,0.5143,967.09,5.25
566,1159168,10.763583,0.6055,0.2323,0.4380,475.83,16.25
567,1161216,10.912979,0.3256,0.3870,0.4908,792.65,5.5
568,1163264,10.986519,0.4000,0.2051,0.4035,420.00,5.25
569,1165312,10.737880,0.5291,0.2993,0.5661,612.88,0.0
570,1167360,10.821176,0.3040,0.3278,0.5129,671.35,5.5
571,1169408,10.816794,0.2913,0.4292,0.5396,879.05,0.0
572,1171456,10.715561,1.0244,0.5452,0.5602,1116.62,0.0
573,1173504,10.291684,0.9584,0.3598,0.5015,736.94,5.5
574,1175552,10.794731,0.3833,0.3221,0.5135,659.70,0.0
575,1177600,10.954517,0.9849,0.3606,0.5524,738.45,0.0
576,1179648,10.514071,0.4633,0.2866,0.5356,587.05,0.0
577,1181696,10.793822,0.3958,0.4176,0.4922,855.29,5.5
578,1183744,11.061429,0.7437,0.4968,0.5551,1017.40,0.0
579,1185792,10.812803,0.5946,0.5148,0.5208,1054.32,10.75
580,1187840,10.781893,0.6673,0.3841,0.4897,786.64,10.75
581,1189888,10.890337,0.6189,0.5372,0.5423,1100.29,0.0
582,1191936,10.964450,0.8714,0.4548,0.5541,931.38,5.5
583,1193984,11.020250,0.7875,0.4390,0.5587,899.07,0.0
584,1196032,11.133319,0.4047,0.5178,0.5730,1060.38,0.0
585,1198080,10.973758,0.5720,0.4799,0.5098,982.91,5.5
586,1200128,10.481098,0.6832,0.3563,0.5061,729.75,0.0
587,1202176,10.680321,0.3517,0.1988,0.4352,407.05,0.0
588,1204224,10.564303,0.1757,0.1653,0.3777,338.47,0.0
589,1206272,10.370345,0.1245,0.1308,0.3485,267.96,5.5
590,1208320,10.509962,0.7439,0.3422,0.4595,700.83,10.75
591,1210368,10.122882,0.9339,0.3324,0.4973,680.85,5.5
592,1212416,10.293190,0.6214,0.4244,0.4980,869.22,3.75
593,1214464,10.555155,0.7184,0.3123,0.4865,639.64,7.0
594,1216512,10.809850,0.7157,0.3340,0.4756,684.12,5.25
595,1218560,10.266702,0.4535,0.1446,0.3568,296.05,0.0
596,1220608,10.712646,0.2766,0.2406,0.4221,492.76,5.5
597,1222656,10.788631,0.2948,0.2289,0.4248,468.80,5.5
598,1224704,10.686735,0.4372,0.3950,0.5148,808.92,0.0
599,1226752,10.924487,0.9523,0.3032,0.4920,620.90,5.5
600,1228800,10.820900,0.4199,0.5050,0.5135,1034.19,5.5
601,1230848,10.785569,0.2073,0.2392,0.4243,489.90,5.25
602,1232896,10.982243,0.4775,0.3712,0.5253,760.25,0.0
603,1234944,11.026846,0.4331,0.3767,0.4645,771.40,16.5
604,1236992,10.816382,0.6468,0.3075,0.4891,629.70,5.5
605,1239040,10.838656,0.9969,0.4441,0.6122,909.58,0.0
606,1241088,11.028862,0.1903,0.4449,0.5313,911.25,11.0
607,1243136,10.589741,0.3524,0.0537,0.1693,109.95,0.0
608,1245184,10.959017,0.2829,0.2348,0.4698,480.83,0.0
609,1247232,10.785105,0.8497,0.3010,0.4981,616.55,0.0
610,1249280,10.461622,0.4853,0.2680,0.5112,548.92,0.0
611,1251328,10.834943,1.1437,0.4105,0.5561,840.72,0.0
612,1253376,10.887861,0.4994,0.4660,0.5026,954.34,5.5
613,1255424,10.516972,0.6358,0.2411,0.4546,493.83,0.0
614,1257472,10.851017,0.5812,0.2359,0.4796,483.17,0.0
615,1259520,10.671853,0.1631,0.2524,0.4261,516.88,0.0
616,1261568,10.527148,0.1087,0.0268,0.1104,54.97,5.5
617,1263616,10.577157,0.1798,0.1111,0.3466,227.60,0.0
618,1265664,10.366424,0.0768,0.1272,0.3577,260.60,0.0
619,1267712,10.548448,0.3403,0.2384,0.4190,488.28,10.75
620,1269760,10.903630,0.9665,0.2810,0.4863,575.59,0.0
621,1271808,10.756239,0.7826,0.4487,0.5976,919.03,0.0
622,1273856,10.243281,1.4208,0.4036,0.6105,826.50,0.0
623,1275904,10.752657,0.2330,0.5029,0.5349,1029.85,0.0
624,1277952,10.950480,0.2410,0.2749,0.5043,562.96,5.5
625,1280000,11.035857,0.3971,0.3658,0.5376,749.12,0.0
626,1282048,10.828156,0.4532,0.3489,0.5328,714.60,0.0
627,1284096,10.694230,0.4147,0.2310,0.4369,473.04,5.5
628,1286144,10.665884,0.1594,0.2537,0.4172,519.53,11.0
629,1288192,10.675608,0.3897,0.2496,0.4540,511.16,0.0
630,1290240,11.204809,0.4180,0.3869,0.5336,792.29,5.5
631,1292288,10.911188,1.0681,0.5188,0.6159,1062.50,0.0
632,1294336,11.048643,0.8740,0.4237,0.5339,867.67,0.0
633,1296384,10.180565,-0.1224,0.1074,0.2749,219.89,5.5
634,1298432,10.820141,0.0499,0.1487,0.3530,304.59,5.25
635,1300480,10.862028,0.2454,0.2861,0.4583,585.95,0.0
636,1302528,10.789115,0.3742,0.2067,0.4577,423.25,0.0
637,1304576,10.652826,0.6599,0.3438,0.5127,704.18,5.25
638,1306624,10.744819,-0.0771,0.3061,0.4514,626.88,5.5
639,1308672,10.719259,0.1808,0.2126,0.4303,435.48,5.5
640,1310720,10.845924,0.5392,0.3425,0.5104,701.35,11.0
641,1312768,11.068909,0.8725,0.4168,0.5383,853.60,0.0
642,1314816,10.728487,-0.1045,0.3883,0.4808,795.18,16.5
643,1316864,10.820030,0.9463,0.5286,0.5552,1082.62,0.0
644,1318912,10.029620,0.1385,0.3065,0.4040,627.75,16.0
645,1320960,10.440881,0.4300,0.2298,0.4520,470.73,0.0
646,1323008,10.191473,0.9299,0.4151,0.5779,850.12,0.0
647,1325056,9.786041,0.2729,0.3441,0.5120,704.64,5.5
648,1327104,10.405679,0.5746,0.3807,0.4915,779.68,5.5
649,1329152,10.605074,1.1025,0.4326,0.5652,885.90,0.0
650,1331200,10.635406,0.9331,0.5866,0.5599,1201.40,0.0
651,1333248,9.733811,1.1210,0.3635,0.4999,744.36,5.5
652,1335296,9.879873,0.7653,0.4141,0.5570,848.15,5.25
653,1337344,10.400757,0.4663,0.5501,0.5460,1126.60,0.0
654,1339392,10.910203,1.1775,0.4766,0.5980,976.15,0.0
655,1341440,10.895164,1.1157,0.5338,0.5660,1093.22,0.0
656,1343488,10.818512,0.8169,0.5484,0.5288,1123.18,0.0
657,1345536,10.864813,0.8634,0.4237,0.5771,867.67,0.0
658,1347584,11.014624,0.5993,0.4912,0.5112,1005.95,5.5
659,1349632,10.719289,-0.2004,0.2520,0.4164,516.01,16.5
660,1351680,10.888301,1.3938,0.3997,0.5463,818.51,5.5
661,1353728,11.004941,0.4805,0.5624,0.5689,1151.72,0.0
662,1355776,10.645602,0.7135,0.4411,0.5621,903.27,5.5
663,1357824,10.842819,0.6975,0.4753,0.4862,973.33,5.25
664,1359872,10.939104,0.8635,0.4813,0.5608,985.70,5.5
665,1361920,10.817245,0.9691,0.6081,0.5182,1245.33,0.0
666,1363968,10.809930,0.5406,0.2879,0.4701,589.61,11.0
667,1366016,10.873509,0.1812,0.3888,0.4724,796.19,10.75
668,1368064,10.613643,0.6484,0.4696,0.5235,961.80,5.25
669,1370112,10.879493,0.6574,0.4134,0.5053,846.69,11.0
670,1372160,11.054781,1.4555,0.4899,0.5780,1003.30,0.0
671,1374208,11.143877,0.3929,0.5617,0.5681,1150.30,4.5
672,1376256,10.977511,1.0400,0.4578,0.5357,937.59,6.5
673,1378304,10.654819,0.0405,0.4516,0.5081,924.92,5.5
674,1380352,10.913725,1.0950,0.1460,0.3884,298.98,0.0
675,1382400,10.522840,0.1996,0.1647,0.3730,337.30,5.5
676,1384448,10.714172,0.0339,0.4330,0.5166,886.72,0.0
677,1386496,10.493501,0.6694,0.3185,0.5106,652.31,5.5
678,1388544,10.359937,0.7239,0.4750,0.5366,972.88,5.5
679,1390592,11.067351,0.7458,0.5373,0.5630,1100.45,0.0
680,1392640,10.772688,1.0082,0.5035,0.5340,1031.07,5.5
681,1394688,10.608667,0.9184,0.4266,0.5447,873.69,5.5
682,1396736,10.899701,1.1917,0.5352,0.5934,1096.10,0.0
683,1398784,10.828087,0.5114,0.3738,0.5153,765.54,11.0
684,1400832,10.743072,0.1410,0.4348,0.4942,890.50,5.25
685,1402880,10.793650,0.8440,0.5555,0.5653,1137.72,0.0
686,1404928,10.894562,1.0430,0.5610,0.5640,1148.93,0.0
687,1406976,10.995492,0.3764,0.4464,0.5036,914.32,10.75
688,1409024,10.820111,1.2003,0.4674,0.5588,957.25,5.5
689,1411072,10.954918,0.7895,0.4632,0.5522,948.69,0.0
690,1413120,10.739080,0.8584,0.4270,0.5600,874.58,5.5
691,1415168,10.710363,0.5517,0.3859,0.4956,790.34,1.0
692,1417216,10.631731,0.6103,0.4552,0.5498,932.24,9.75
693,1419264,10.636404,0.8101,0.3641,0.5697,745.75,0.0
694,1421312,10.973166,0.5322,0.4251,0.5610,870.59,5.5
695,1423360,10.921997,0.6108,0.5045,0.5342,1033.24,5.5
696,1425408,10.769253,0.2847,0.4900,0.5053,1003.46,10.75
697,1427456,11.048625,0.3327,0.3951,0.4995,809.20,5.25
698,1429504,10.730921,1.1631,0.5022,0.5699,1028.56,0.0
699,1431552,10.640303,0.7943,0.5079,0.5033,1040.26,10.25
700,1433600,10.505216,0.3488,0.2802,0.4403,573.80,11.5
701,1435648,10.326819,0.3930,0.5320,0.5662,1089.57,11.0
702,1437696,10.400568,0.6414,0.3176,0.4905,650.50,5.25
703,1439744,10.901719,0.4772,0.3655,0.4894,748.61,5.5
704,1441792,10.521255,0.7607,0.5415,0.5630,1109.07,0.0
705,1443840,10.816047,0.5893,0.4576,0.5619,937.11,5.5
706,1445888,10.824486,1.1488,0.5369,0.5328,1099.57,5.5
707,1447936,11.021316,0.7766,0.5539,0.5794,1134.32,0.0
708,1449984,10.566807,0.5686,0.5817,0.5239,1191.29,6.5
709,1452032,10.893599,0.2386,0.4078,0.5601,835.26,4.0
710,1454080,10.993927,1.5430,0.3788,0.5001,775.69,10.75
711,1456128,10.861435,0.6372,0.4499,0.5051,921.43,5.25
712,1458176,10.622955,0.8444,0.4495,0.5428,920.66,5.25
713,1460224,10.856035,1.3787,0.4348,0.5997,890.42,0.0
714,1462272,10.258911,0.6296,0.5841,0.5552,1196.14,5.5
715,1464320,10.450731,0.8874,0.5601,0.5532,1147.15,5.25
716,1466368,10.351600,0.2983,0.4767,0.4814,976.29,10.5
717,1468416,10.327585,0.5455,0.3262,0.4646,668.11,5.25
718,1470464,10.847904,0.7154,0.5032,0.5200,1030.55,11.0
719,1472512,10.584366,0.7840,0.4194,0.5255,859.00,5.5
720,1474560,9.989339,0.6436,0.3958,0.4854,810.60,5.5
721,1476608,10.568248,1.0332,0.5310,0.5353,1087.59,5.5
722,1478656,10.866555,0.7465,0.3654,0.4954,748.24,5.5
723,1480704,11.040583,0.3803,0.4610,0.4969,944.17,10.5
724,1482752,10.567876,0.4704,0.3826,0.4518,783.59,16.0
725,1484800,10.462215,0.3503,0.3728,0.4844,763.46,5.5
726,1486848,11.067281,0.7079,0.4040,0.5219,827.47,5.5
727,1488896,10.822052,1.0661,0.5703,0.5823,1168.00,0.0
728,1490944,10.756811,0.8472,0.4530,0.5028,927.73,11.0
729,1492992,10.611768,0.4047,0.3762,0.5004,770.53,5.5
730,1495040,10.917035,0.5527,0.5286,0.5495,1082.55,5.25
731,1497088,11.018759,0.8831,0.4987,0.5470,1021.25,5.5
732,1499136,10.789805,0.6532,0.3663,0.4827,750.10,10.5
733,1501184,10.617901,0.5830,0.5099,0.5866,1044.32,0.0
734,1503232,10.775849,0.7625,0.3830,0.4776,784.36,16.25
735,1505280,10.804484,0.5618,0.3627,0.4991,742.88,5.25
736,1507328,10.937156,0.3965,0.5010,0.5278,1026.06,5.5
737,1509376,10.790831,0.3963,0.5375,0.5340,1100.88,10.75
738,1511424,10.751650,0.5542,0.3525,0.5512,721.83,0.0
739,1513472,11.027474,1.6793,0.5042,0.6331,1032.50,0.0
740,1515520,10.517471,1.0342,0.5260,0.5917,1077.15,0.0
741,1517568,10.288806,1.1226,0.4425,0.5833,906.15,0.0
742,1519616,10.909952,0.6604,0.6499,0.5455,1331.02,0.0
743,1521664,10.884028,0.7454,0.5463,0.5648,1118.79,5.5
744,1523712,9.451911,0.6531,0.5527,0.5508,1132.03,0.0
745,1525760,10.031912,0.9816,0.4494,0.5675,920.44,5.5
746,1527808,10.664252,0.9777,0.6058,0.5644,1240.65,0.0
747,1529856,10.727872,0.9078,0.5993,0.5503,1227.30,0.0
748,1531904,11.036704,0.5780,0.5283,0.5684,1081.96,5.5
749,1533952,10.950987,0.4747,0.5327,0.5463,1091.02,0.0
750,1536000,10.949978,0.5432,0.4325,0.4951,885.66,10.75
751,1538048,10.934898,0.4006,0.3728,0.5079,763.55,5.25
752,1540096,10.865476,0.8421,0.4851,0.5668,993.46,5.25
753,1542144,10.863604,0.3302,0.4458,0.4652,912.96,10.5
754,1544192,11.070692,1.1476,0.4720,0.5856,966.72,0.0
755,1546240,10.901459,0.8264,0.5056,0.5198,1035.44,11.0
756,1548288,10.936456,0.6347,0.3437,0.5283,703.82,0.0
757,1550336,10.005759,0.5071,0.5926,0.4962,1213.55,0.0
758,1552384,10.044338,0.5707,0.2891,0.4706,592.09,16.25
759,1554432,10.065815,1.1186,0.4190,0.5472,858.12,0.0
760,1556480,10.451995,0.0362,0.3093,0.4464,633.45,5.5
761,1558528,10.854148,0.0933,0.2607,0.4346,533.96,5.25
762,1560576,10.771024,0.2367,0.1080,0.2601,221.11,10.75
763,1562624,10.664923,0.3005,0.1497,0.3430,306.55,0.0
764,1564672,10.928049,0.0259,0.1434,0.3614,293.59,5.5
765,1566720,10.618623,0.2404,0.3007,0.4986,615.82,0.0
766,1568768,11.010529,0.6288,0.5176,0.5578,1060.07,0.0
767,1570816,10.831608,0.2307,0.4391,0.5010,899.24,11.0
768,1572864,10.928667,1.1074,0.4529,0.5798,927.53,5.5
769,1574912,11.112990,0.4957,0.3715,0.5013,760.86,5.25
770,1576960,11.008118,0.5081,0.4245,0.5421,869.45,5.5
771,1579008,10.916653,1.0306,0.6074,0.5418,1243.98,0.0
772,1581056,10.661523,0.9093,0.5615,0.5248,1149.93,0.0
773,1583104,10.862677,0.1456,0.3388,0.4373,693.85,16.0
774,1585152,10.823106,0.3973,0.3094,0.4554,633.64,5.5
775,1587200,11.038496,0.6982,0.5785,0.5450,1184.80,5.5
776,1589248,10.290478,0.6383,0.3867,0.5169,791.97,5.5
777,1591296,11.019994,0.3742,0.4239,0.5349,868.08,0.0
778,1593344,10.798211,0.1930,0.4714,0.5268,965.41,5.5
779,1595392,10.260285,0.3747,0.3376,0.5213,691.50,0.0
780,1597440,9.681754,0.7503,0.3094,0.5002,633.65,5.5
781,1599488,9.979390,0.1628,0.3813,0.4986,780.84,5.25
782,1601536,9.854971,0.0193,0.1577,0.3144,322.91,10.75
783,1603584,10.793892,0.7987,0.2294,0.4524,469.79,0.0
784,1605632,11.175073,0.7284,0.3454,0.5168,707.46,5.5
785,1607680,10.712522,0.2324,0.4487,0.5288,918.90,0.0
786,1609728,10.377859,0.5231,0.2359,0.4331,483.19,11.0
787,1611776,10.502556,0.9098,0.2720,0.4866,557.10,0.0
788,1613824,11.030308,0.4499,0.5348,0.5348,1095.20,0.5
789,1615872,10.764628,0.6928,0.3974,0.5156,813.94,10.25
790,1617920,10.856994,0.3556,0.3537,0.4582,724.36,10.5
791,1619968,10.898707,0.5293,0.3035,0.5198,621.60,0.0
792,1622016,10.940483,0.6764,0.3656,0.5025,748.65,5.5
793,1624064,10.984584,0.3413,0.3563,0.5139,729.72,0.0
794,1626112,10.694959,0.8833,0.3887,0.5511,796.05,5.5
795,1628160,10.968209,0.8892,0.6066,0.5772,1242.35,0.0
796,1630208,10.947533,0.4679,0.5272,0.5420,1079.76,5.25
797,1632256,10.924243,0.5326,0.5287,0.5147,1082.85,5.25
798,1634304,10.898451,0.8099,0.4836,0.5160,990.50,5.5
799,1636352,10.672429,0.7347,0.5770,0.5245,1181.70,4.5
800,1638400,10.631900,0.3098,0.4046,0.5016,828.61,6.5
801,1640448,10.723272,0.7747,0.5805,0.5808,1188.90,0.0
802,1642496,10.736077,0.9673,0.3596,0.5326,736.45,5.5
803,1644544,11.112210,0.7379,0.5092,0.5628,1042.75,0.0
804,1646592,10.701450,0.2725,0.4108,0.4963,841.24,11.0
805,1648640,10.670059,0.8905,0.5367,0.5509,1099.25,0.0
806,1650688,10.935597,0.4662,0.4803,0.5157,983.65,5.25
807,1652736,10.745914,0.8546,0.4570,0.5144,935.92,11.0
808,1654784,10.802305,0.2810,0.4849,0.5007,993.15,0.0
809,1656832,10.409042,0.6121,0.4161,0.5368,852.08,5.5
810,1658880,10.631918,0.5351,0.4790,0.5359,980.92,10.5
811,1660928,10.599818,0.7933,0.5289,0.5758,1083.12,0.0
812,1662976,10.806845,0.5737,0.5671,0.5303,1161.45,5.25
813,1665024,10.592617,0.3785,0.4451,0.5079,911.50,5.25
814,1667072,10.922350,0.6455,0.4275,0.5558,875.61,5.5
815,1669120,10.816771,1.1144,0.4553,0.5705,932.45,0.0
816,1671168,10.924644,0.3078,0.3508,0.4687,718.41,16.5
817,1673216,10.942212,0.6688,0.4812,0.5585,985.42,0.0
818,1675264,10.476766,1.5221,0.4332,0.6371,887.20,0.0
819,1677312,10.230841,0.7194,0.4976,0.5646,1019.05,0.0
820,1679360,10.181541,0.5767,0.5280,0.5455,1081.29,5.25
821,1681408,9.899973,0.9770,0.5866,0.5468,1201.45,0.0
822,1683456,9.993467,0.0190,0.5050,0.4828,1034.29,10.5
823,1685504,10.560090,0.3430,0.2720,0.4112,556.99,10.75
